,DBIdentifier,DBIdentifierType,NodeLabel,TaxId
0,NZ_ASGZ00000000,N,Archaea_Euryarchaeota_Halobacteria_Halobacteriales_Halobacteriaceae_Halobacteriaceae_archaeon_G22,1324957
0,14065,J,Archaea_Thaumarchaeota_unclassified_Thaumarchaeota_Marine_Group_I_Marine_Group_I_thaumarchaeote_sp._SCGC_AAA288_P18,0
0,SAMN02745121,N,Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Myxococcales_Nannocystineae_Nannocystaceae_Nannocystis_exedens_ATCC_25963,54
0,NC_012751,N,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_unclassified_Enterobacteriaceae_Candidatus_Hamiltonella_defensa_5AT_Acyrthosiphon_pisum,0
0,SAMN04315020,N,Bacteria_CPR_Microgenomates_OP11_Daviesbacteria_RIFCSPHIGHO2_01_FULL_OP11_Daviesbacteria_40_11,1797762
0,NC_007484,N,Bacteria_Proteobacteria_Gammaproteobacteria_Chromatiales_Chromatiaceae_Nitrosococcus_oceani_C_107_ATCC_19707,323261
0,NC_013204,N,Bacteria_Actinobacteria_Actinobacteria_Coriobacteridae_Coriobacteriales_Coriobacterineae_Coriobacteriaceae_Eggerthella_lenta_DSM_2243,479437
0,SAMN03994142,N,Bacteria_Plantomycetes_uncultured_DG_23,1703414
0,SAMN04313704,N,Bacteria_Nitrospirae_RBG_16_Nitrospirae_64_22,1801708
0,SAMN03319640,N,Bacteria_CPR_Parcubacteria_OD1_Giovannonibacteria_GWF2_OD1_42_19,1618659
0,SAMN03319929,N,Bacteria_CPR_Parcubacteria_OD1_GWA2_OD1_47_26,1618844
0,FP929036,N,Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_fibrisolvens_164_draft_genome.,657324
0,SAMN02256463,N,Bacteria_Proteobacteria_Zetaproteobacteria_zeta_proteobacterium_SCGC_AB_137_J06,1131286
0,NZ_BAMS00000000,N,Bacteria_Proteobacteria_Alphaproteobacteria_Sneathiellales_Sneathiellaceae_Sneathiella_glossodoripedis_JCM_23214,1236958
0,CP010425,N,Archaea_DPANN_Woesearchaeota_AR15_gwa2_scaffold_65,1579373
0,NC_014541,N,Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Ferrimonadaceae_Ferrimonas_balearica_DSM_9799,550540
0,NC_006677,N,Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Gluconobacter_oxydans_621H,290633
0,SAMN04315087,N,Bacteria_CPR_Parcubacteria_OD1_RIF17_RIFCSPLOWO2_01_FULL_RIF17_47_10,1802276
0,SAMN04315735,N,Bacteria_CPR_Parcubacteria_OD1_RIF20_RIFCSPHIGHO2_12_FULL_RIF20_38_11,1802209
0,NC_007779,N,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Escherichia_coli_K12__W3110,316407
0,SAMN04314569,N,Bacteria_Peregrinibacteria_RIFOXYC2_FULL_Peregrinibacteria_41_22,1801910
0,SAMN04314024,N,Bacteria_Chloroflexi_RBG_16_Chloroflexi_56_8,1797650
0,2280,J,Archaea_Crenarchaeota_Thermoprotei_Thermoproteales_YNP_Site_3_Thermoproteales_Type_I,0
0,SAMN04314258,N,Bacteria_Chloroflexi_RBG_16_Chloroflexi_58_8,1797655
0,SAMN04315343,N,Bacteria_CPR_Parcubacteria_OD1_Magasanikbacteria_RIFCSPHIGHO2_02_FULL_OD1_Magasanikbacteria_41_13,1798676
0,SAMN04314772,N,Bacteria_CPR_WWE3_RIFOXYD1_FULL_WWE3_39_9,1802649
0,NC_019673,N,Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Pseudonocardineae_Pseudonocardiaceae_Saccharothrix_espanaensis_DSM_44229,1179773
0,NZ_ARNM00000000,N,Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Sinobacteraceae_Singularimonas_variicoloris_DSM_15731,1123256
0,SAMN04315463,N,Bacteria_Omnitrophica_WOR-2_RIFCSPHIGHO2_02_FULL_WOR_2_48_11,1801856
0,NZ_AUBS00000000,N,Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Donghicola_xiamenensis_DSM_18339,1121479
0,NC_008346,N,Bacteria_Firmicutes_Clostridia_Clostridiales_Syntrophomonadaceae_Syntrophomonas_wolfei_Goettingen_DSM_2245B,335541
0,SAMN04314202,N,Bacteria_Elusimicrobia_GWC2_Elusimicrobia_61_19,1797932
0,SAMN02440393,N,Bacteria_CP_OP8_candidate_division_OP8_bacterium_SCGC_AAA252_F08_Combined_Assembly_OP8_2__OP8,1047018
0,PRJNA16223,N,Eukaryota_Opisthokonta_Metazoa_Eumetazoa_Bilateria_Coelomata_Protostomia_Ecdysozoa_Panarthropoda_Arthropoda_Mandibulata_Pancrustacea_Hexapoda_Insecta_Dicondylia_Pediculus_humanus_corporis_strain_USDA,121224
0,NC_007964,N,Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_Nitrobacter_hamburgensis_X14,323097
0,SAMN04315982,N,Bacteria_Acidobacteria_RIFCSPLOWO2_02_FULL_Acidobacteria_60_20,1797179
0,SAMN04314991,N,Bacteria_CPR_Parcubacteria_OD1_RIF15_RIFCSPHIGHO2_01_FULL_RIF15_46_25,1802738
0,SAMN04314265,N,Bacteria_Chloroflexi_RBG_16_Chloroflexi_50_9,1797643
0,NZ_ARAX00000000,N,Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Pseudonocardineae_Pseudonocardiaceae_Sciscionella_marina_DSM_45152,1123244
0,SAMN03319407,N,Bacteria_CPR_Parcubacteria_OD1_GWD1_OD1_38_16,1618936
0,SAMN04313701,N,Bacteria_CPR_Microgenomates_OP11_Woesebacteria_RBG_16_OP11_Woesebacteria_39_8b,1802482
0,NC_008536,N,Bacteria_FibrobacteresAcidobacteria_group_Acidobacteria_Solibacteres_Solibacterales_Solibacteraceae_Solibacter_usitatus_Ellin6076,234267
0,SAMN03994189,N,Bacteria_Zixibacteria_uncultured_SMTZ1_73,1703424
0,SAMN04314352,N,Bacteria_CP_RIF1_RIFOXYA2_FULL_RIF1_40_8,1817859
0,NC_018485,N,Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Methylocystaceae_Methylocystis_sp._SC2,187303
0,SAMN02440672,N,Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_longicatena_AGR2136,1280698
0,AE009439,N,Archaea_Euryarchaeota_Methanopyri_Methanopyrales_Methanopyraceae_Methanopyrus_kandleri_AV19,190192
0,NC_014830,N,Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Intrasporangiaceae_Intrasporangium_calvum_DSM_43043,710696
0,NZ_ATWJ00000000,N,Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Intrasporangiaceae_Ornithinimicrobium_pekingense_DSM_21552,1122622
0,NC_020516,N,Bacteria_Proteobacteria_Betaproteobacteria_Rhodocyclales_Rhodocyclaceae_Azoarcus_sp._KH32C,748247
0,SAMN04315841,N,Bacteria_CPR_Parcubacteria_OD1_Nomurabacteria_RIFCSPLOWO2_12_FULL_OD1_Nomurabacteria_44_11,1801796
0,SAMN04313689,N,Bacteria_CPR_Kazan_RBG_13_KAZAN_50_9,1798535
0,NZ_AWXX00000000,N,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Sediminibacillus_halophilus_NSP9.3,1401260
0,SAMN04315967,N,Bacteria_CPR_Microgenomates_OP11_Levybacteria_RIFCSPLOWO2_02_FULL_OP11_Levybacteria_36_8b,1798627
0,NC_010172,N,Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Methylobacteriaceae_Methylobacterium_extorquens_PA1,419610
0,PRJNA168,N,Eukaryota_Opisthokonta_Metazoa_Eumetazoa_Bilateria_Coelomata_Deuterostomia_Chordata_Craniata_Vertebrata_Gnathostomata_Teleostomi_Euteleostomi_Sarcopterygii_Tetrapoda_Amniota_Mammalia_Homo_sapiens,9606
0,NC_015520,N,Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacterales_Family_IV._Incertae_Sedis_Mahella_australiensis_50_1_BON_DSM_15567,697281
0,SAMN04327911,N,Bacteria_CP_Rokubacteria_13_2_20CM_2_Rokubacteria_64_8,1805369
0,SAMN04315077,N,Bacteria_CPR_Parcubacteria_OD1_Giovannonibacteria_RIFCSPLOWO2_01_FULL_OD1_Giovannonibacteria_44_16,1798348
0,AGNT00000000,N,Archaea_Nanohaloarchaeota_Nanohaloarchaea_Candidatus_Haloredivivus_sp._G17,1072681
